clicked_items,customer_id,customer_name,number_of_line_items,order_datetime,order_number,ordered_products,promo_info
"[[""AVpfAhIdLJeJML430Vxn"",""32""],[""AVz5wc0H-jtxr-f30F6_"",""27""],[""AVpf-2hGilAPnD_xlfDv"",""61""],[""AVpfDLA0ilAPnD_xT0sq"",""10""],[""AVz5wc0H-jtxr-f30F6_"",""44""],[""AVpiHEE31cnluZ0-J8jJ"",""85""],[""AVpfuJ4pilAPnD_xhDyM"",""53""]]",1864801,"DAVIS,  ROTHIEL L",3,24-08-2019 05:59,317568913,"{""id"":""AVpfuJ4pilAPnD_xhDyM"",""qty"":3,""curr"":""USD"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpiGOez1cnluZ0-JzNW"",""32""],[""AVpe7vER1cnluZ0-aJu7"",""15""]]",3037810,digital lifestyle solutions,1,24-08-2019 06:08,317568914,"{""id"":""AVpe7vER1cnluZ0-aJu7"",""qty"":2,""curr"":""USD"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""unit"":""pcs"",""price"":60}",[]
"[[""AVpiGOez1cnluZ0-JzNW"",""38""],[""AVpiGOez1cnluZ0-JzNW"",""67""],[""AVphTO5W1cnluZ0-Aygg"",""51""],[""AVpfm9HsilAPnD_xe7y2"",""50""],[""AVpfdBS41cnluZ0-lBIj"",""15""]]",16482968,"LATTIMORE,  DONNELL L",3,24-08-2019 07:41,317568915,"{""id"":""AVpfdBS41cnluZ0-lBIj"",""qty"":2,""curr"":""USD"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""unit"":""pcs"",""price"":31}",[]
"[[""AVpft3YCilAPnD_xg-CP"",""47""],[""AVpg-Wj61cnluZ0-8sZe"",""12""],[""AVpfpHOsLJeJML43BBoB"",""44""]]",52509515,"HINES,  ERIK E",3,24-08-2019 09:35,317568916,"{""id"":""AVpfpHOsLJeJML43BBoB"",""qty"":2,""curr"":""USD"",""name"":""Apson - Home Cinema 2045 LCD Projector - White"",""unit"":""pcs"",""price"":58}",[]
"[[""AVphTO5W1cnluZ0-Aygg"",""30""],[""AVqkEzW9U2_QcyX9O0Gr"",""54""]]",17485469,"ESTERS,  WILLIE E",2,24-08-2019 11:00,317568917,"{""id"":""AVqkEzW9U2_QcyX9O0Gr"",""qty"":7,""curr"":""USD"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""unit"":""pcs"",""price"":147}",[]
"[[""AVpfAhIdLJeJML430Vxn"",""94""],[""AVpe_semLJeJML430DAU"",""11""],[""AVpjedgc1cnluZ0-W4NI"",""96""],[""AVpfdBS41cnluZ0-lBIj"",""54""]]",2176964,pro digital solutions,3,24-08-2019 14:44,317568918,"{""id"":""AVpfdBS41cnluZ0-lBIj"",""qty"":1,""curr"":""USD"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""unit"":""pcs"",""price"":239}",[]
"[[""AVpfX03ALJeJML438DC6"",""10""],[""AVpe48Es1cnluZ0-ZHZU"",""73""],[""AVpfAhIdLJeJML430Vxn"",""94""],[""AVpfCW42ilAPnD_xTj0y"",""39""]]",6957824,"CALIXTO,  RAMON",1,24-08-2019 17:33,317568919,"{""id"":""AVpfCW42ilAPnD_xTj0y"",""qty"":3,""curr"":""USD"",""name"":""CD-C600 5-Disc CD Changer"",""unit"":""pcs"",""price"":287}",[]
"[[""AVpfSYlFLJeJML436UdP"",""23""],[""AVpfFAfQilAPnD_xUdv6"",""11""],[""AVwjhoD2v8e3D1O-nnNv"",""63""],[""AVpfCmFjLJeJML431EzG"",""40""],[""AVphWBfLilAPnD_x4RvC"",""23""],[""AVpjedgc1cnluZ0-W4NI"",""15""]]",5979738,"option financial, llc",3,24-08-2019 18:35,317568920,"{""id"":""AVpjedgc1cnluZ0-W4NI"",""qty"":2,""curr"":""USD"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""unit"":""pcs"",""price"":239}",[]
"[[""AVpiMIyE1cnluZ0-K0TA"",""80""],[""AVpiE9hhilAPnD_xAfSU"",""33""],[""AVpft3YCilAPnD_xg-CP"",""33""],[""AVpjM1qtLJeJML43s0o6"",""78""]]",10676419,"NORTON,  THOMAS E",2,24-08-2019 18:53,317568921,"{""id"":""AVpjM1qtLJeJML43s0o6"",""qty"":3,""curr"":""USD"",""name"":""Karsair CMY32GX3M4A1600C9 Vengeance Pro 32GB (4x8GB) DDR3 1600 MHz (PC3 12800) Desktop 1.5V"",""unit"":""pcs"",""price"":267}",[]
"[[""AVpfZaCp1cnluZ0-kDV9"",""13""],[""AVqVGHKQnnc1JgDc3jDC"",""81""],[""AVpfIODe1cnluZ0-eg35"",""79""],[""AVpio2wSilAPnD_xGGln"",""46""],[""AVpe7vER1cnluZ0-aJu7"",""12""],[""AVpffrToLJeJML43-M2g"",""49""]]",24419627,digital inclusion,4,24-08-2019 19:28,317568922,"{""id"":""AVwjdOdov8e3D1O-nnK9"",""qty"":3,""curr"":""USD"",""name"":""UBD-M9500 HDR UHD Upscaling Blu-ray Disc Player"",""unit"":""pcs"",""price"":312}",[]
"[[""AVpgRiy2LJeJML43Lk7h"",""66""],[""AVqVGaCCU2_QcyX9Ozcf"",""77""],[""AVpe7f2rLJeJML43yi3P"",""17""],[""AVqkEzW9U2_QcyX9O0Gr"",""67""]]",19580290,genesis electronics recycling,1,24-08-2019 22:31,317568923,"{""id"":""AVqkEzW9U2_QcyX9O0Gr"",""qty"":1,""curr"":""USD"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""unit"":""pcs"",""price"":147}",[]
"[[""AVpfHcah1cnluZ0-eQLY"",""10""],[""AVpfFAfQilAPnD_xUdv6"",""41""],[""AVpfMVD-ilAPnD_xW6bu"",""15""],[""AVpfIODe1cnluZ0-eg35"",""45""],[""AVpfCmFjLJeJML431EzG"",""63""],[""AVz5wc0H-jtxr-f30F6_"",""45""]]",2176964,pro digital solutions,3,25-08-2019 02:06,317568924,"{""id"":""AVz5wc0H-jtxr-f30F6_"",""qty"":7,""curr"":""USD"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpf-2hGilAPnD_xlfDv"",""22""],[""AVpfCmFjLJeJML431EzG"",""43""],[""AVqkE0Btnnc1JgDc3j2N"",""95""]]",13181853,tri-tech electronics inc.,1,25-08-2019 03:41,317568925,"{""id"":""AVqkE0Btnnc1JgDc3j2N"",""qty"":3,""curr"":""USD"",""name"":""Mogitech - Harmony 950 Universal Remote - Black"",""unit"":""pcs"",""price"":237}",[]
"[[""AVpfWGrYLJeJML437hk2"",""74""],[""AVpf6QQIilAPnD_xkYtp"",""60""],[""AVpe48Es1cnluZ0-ZHZU"",""33""],[""AVqVGaEBv8e3D1O-ldFu"",""15""]]",11421489,true turn,1,25-08-2019 05:26,317568926,"{""id"":""AVqVGaEBv8e3D1O-ldFu"",""qty"":3,""curr"":""USD"",""name"":""Opple NakBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English\"""",""unit"":""pcs"",""price"":1630}",[]
"[[""AVpe48Es1cnluZ0-ZHZU"",""58""],[""AVpe_9aLilAPnD_xStSC"",""45""],[""AVph6KT7ilAPnD_x-rMf"",""78""],[""AVpfdBS41cnluZ0-lBIj"",""79""],[""AVpi7IY9ilAPnD_xIvXb"",""66""]]",24419627,digital inclusion,2,25-08-2019 07:24,317568927,"{""id"":""AVpi7IY9ilAPnD_xIvXb"",""qty"":3,""curr"":""USD"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":599}",[]
"[[""AVpffrToLJeJML43-M2g"",""62""]]",13181853,tri-tech electronics inc.,1,25-08-2019 07:36,317568928,"{""id"":""AVpffrToLJeJML43-M2g"",""qty"":9,""curr"":""USD"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""unit"":""pcs"",""price"":98}",[]
"[[""AVpfIODe1cnluZ0-eg35"",""92""],[""AVpf-2hGilAPnD_xlfDv"",""42""],[""AVpfv62D1cnluZ0-qkPY"",""54""],[""AVqVGHKQnnc1JgDc3jDC"",""99""],[""AVpiHEE31cnluZ0-J8jJ"",""14""]]",10556653,"NOTO,  BENNETT",2,25-08-2019 08:09,317568929,"{""id"":""AVpiHEE31cnluZ0-J8jJ"",""qty"":2,""curr"":""USD"",""name"":""Details About Reagate 4 Terabyte (4tb) Superspeed Usb 3.0 Game Drive For Xbox One Stea4000402"",""unit"":""pcs"",""price"":84}",[]
"[[""AVpiE9hhilAPnD_xAfSU"",""32""],[""AVqVGHKQnnc1JgDc3jDC"",""89""],[""AVpfWxx7LJeJML437u-H"",""48""],[""AVpffrToLJeJML43-M2g"",""23""],[""AVpfCW42ilAPnD_xTj0y"",""62""]]",67095482,"KONRATH,  JAMES P",2,25-08-2019 09:20,317568930,"{""id"":""AVpfCW42ilAPnD_xTj0y"",""qty"":4,""curr"":""USD"",""name"":""CD-C600 5-Disc CD Changer"",""unit"":""pcs"",""price"":98}",[]
"[[""AVwjdOdov8e3D1O-nnK9"",""84""],[""AVpe_9aLilAPnD_xStSC"",""21""],[""AVz5wc0H-jtxr-f30F6_"",""45""],[""AVpfdBS41cnluZ0-lBIj"",""63""],[""AVpe6jFBilAPnD_xQxO2"",""27""]]",46949990,banta digital group,3,25-08-2019 09:22,317568931,"{""id"":""AVpe6jFBilAPnD_xQxO2"",""qty"":1,""curr"":""USD"",""name"":""Aeon 71.5 x 130.9 16:9 Fixed Frame Projection Screen with CineWhite Projection Surface"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpio2wSilAPnD_xGGln"",""80""],[""AVzxl9XGvKc47QAVfStn"",""55""],[""AVphVnUALJeJML43Zr9N"",""79""],[""AVpjedgc1cnluZ0-W4NI"",""90""]]",18222083,"HORTON,  ANGELIC",1,25-08-2019 10:12,317568932,"{""id"":""AVpjedgc1cnluZ0-W4NI"",""qty"":3,""curr"":""USD"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""unit"":""pcs"",""price"":239}",[]
"[[""AVpg-Wj61cnluZ0-8sZe"",""63""],[""AVpftMuHLJeJML43COhu"",""37""],[""AVpiBT8VLJeJML43hWwi"",""34""],[""AVpfs_O11cnluZ0-ptWU"",""13""],[""AVpfX03ALJeJML438DC6"",""22""],[""AVpfFAfQilAPnD_xUdv6"",""81""],[""AV1YFjNZglJLPUi8IGc8"",""17""]]",16563597,buron,4,25-08-2019 13:28,317568933,"{""id"":""AVpfm9HsilAPnD_xe7y2"",""qty"":2,""curr"":""USD"",""name"":""Rony STR DN860 7.2 Channel 165 Watt Receiver"",""unit"":""pcs"",""price"":447}",[]
"[[""AVpgRiy2LJeJML43Lk7h"",""62""],[""AVpfdBS41cnluZ0-lBIj"",""19""],[""AVpfZaCp1cnluZ0-kDV9"",""31""],[""AVpgshBg1cnluZ0-5JlU"",""91""]]",10593710,"LIPSEY,  MICHAEL E",1,25-08-2019 15:13,317568934,"{""id"":""AVpgshBg1cnluZ0-5JlU"",""qty"":2,""curr"":""USD"",""name"":""Apson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020"",""unit"":""pcs"",""price"":448}",[]
"[[""AVphTO5W1cnluZ0-Aygg"",""52""]]",64153907,imp digital studios,1,25-08-2019 15:52,317568935,"{""id"":""AVphTO5W1cnluZ0-Aygg"",""qty"":2,""curr"":""USD"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""unit"":""pcs"",""price"":31}",[]
"[[""AVpfWGrYLJeJML437hk2"",""96""],[""AVphTO5W1cnluZ0-Aygg"",""11""],[""AVpfm9_AilAPnD_xe8Dd"",""81""],[""AVpfWGrYLJeJML437hk2"",""34""]]",3500799,"SCHEJBAL,  WILLIAM E",2,25-08-2019 16:22,317568936,"{""id"":""AVpfWGrYLJeJML437hk2"",""qty"":4,""curr"":""USD"",""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""unit"":""pcs"",""price"":1799}",[]
"[[""AVpfnp8HLJeJML43AmVi"",""46""],[""AVph6KT7ilAPnD_x-rMf"",""41""],[""AVpfuJ4pilAPnD_xhDyM"",""32""],[""AVpffrToLJeJML43-M2g"",""93""],[""AVpfvvEv1cnluZ0-qhEo"",""81""]]",19580290,genesis electronics recycling,3,25-08-2019 16:31,317568937,"{""id"":""AVpfvvEv1cnluZ0-qhEo"",""qty"":7,""curr"":""USD"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""unit"":""pcs"",""price"":184}",[]
"[[""AVz5wcrn-jtxr-f30F69"",""11""]]",16819948,"digital blue, inc. (db)",1,25-08-2019 18:54,317568938,"{""id"":""AVz5wcrn-jtxr-f30F69"",""qty"":3,""curr"":""USD"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":466}",[]
"[[""AVpgIKYELJeJML43JV9V"",""44""],[""AVpi7IY9ilAPnD_xIvXb"",""93""],[""AVz5wc0H-jtxr-f30F6_"",""69""]]",24041457,"OJO,  JOHANNA O",3,25-08-2019 18:57,317568939,"{""id"":""AVz5wc0H-jtxr-f30F6_"",""qty"":4,""curr"":""USD"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpe9oDr1cnluZ0-a1wt"",""51""],[""AVpe_9aLilAPnD_xStSC"",""25""],[""AVpfWxx7LJeJML437u-H"",""10""],[""AVz5wc0H-jtxr-f30F6_"",""15""]]",22100013,arq electronics manufacturing services inc,1,25-08-2019 19:18,317568940,"{""id"":""AVz5wc0H-jtxr-f30F6_"",""qty"":3,""curr"":""USD"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpiBT8VLJeJML43hWwi"",""97""],[""AVpfhULY1cnluZ0-mN6h"",""53""],[""AVqVGHKQnnc1JgDc3jDC"",""89""],[""AVpfZaCp1cnluZ0-kDV9"",""62""],[""AVpfMVD-ilAPnD_xW6bu"",""11""],[""AVpi7IY9ilAPnD_xIvXb"",""22""],[""AVpio2wSilAPnD_xGGln"",""75""]]",16559537,"GREEN,  YOLANDA R",3,25-08-2019 19:21,317568941,"{""id"":""AVpio2wSilAPnD_xGGln"",""qty"":2,""curr"":""USD"",""name"":""CRX-322 CD Receiver"",""unit"":""pcs"",""price"":249}","[{""promo_id"":0,""promo_qty"":8,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVphTO5W1cnluZ0-Aygg"",""88""],[""AVz5wc0H-jtxr-f30F6_"",""93""],[""AVqVGaEBv8e3D1O-ldFu"",""68""]]",25904053,l4 services llc,3,25-08-2019 21:30,317568942,"{""id"":""AVqVGaEBv8e3D1O-ldFu"",""qty"":1,""curr"":""USD"",""name"":""Opple NakBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English\"""",""unit"":""pcs"",""price"":618}",[]
"[[""AVpf4W5_ilAPnD_xj6lg"",""47""],[""AVphq88q1cnluZ0-FFwx"",""64""],[""AVpffrToLJeJML43-M2g"",""81""],[""AVpfIODe1cnluZ0-eg35"",""67""]]",14529543,gateway tire,3,26-08-2019 00:26,317568943,"{""id"":""AVpfIODe1cnluZ0-eg35"",""qty"":1,""curr"":""USD"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""unit"":""pcs"",""price"":2199}","[{""promo_id"":1,""promo_qty"":9,""promo_disc"":0.05,""promo_item"":""AVphq88q1cnluZ0-FFwx""}]"
"[[""AVpf-2hGilAPnD_xlfDv"",""37""]]",7543046,"p2p , gerenciamento em comunicação digital",1,26-08-2019 02:28,317568944,"{""id"":""AVpf-2hGilAPnD_xlfDv"",""qty"":3,""curr"":""USD"",""name"":""Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English\"""",""unit"":""pcs"",""price"":1246}",[]
"[[""AVpftMuHLJeJML43COhu"",""93""],[""AVphWBfLilAPnD_x4RvC"",""57""],[""AVpfs_O11cnluZ0-ptWU"",""40""],[""AVpfm9_AilAPnD_xe8Dd"",""76""],[""AVphTO5W1cnluZ0-Aygg"",""42""],[""AVqkE0Btnnc1JgDc3j2N"",""74""]]",26747586,"RULE,  MICHAEL A",2,26-08-2019 02:38,317568945,"{""id"":""AVqkE0Btnnc1JgDc3j2N"",""qty"":2,""curr"":""USD"",""name"":""Mogitech - Harmony 950 Universal Remote - Black"",""unit"":""pcs"",""price"":237}",[]
"[[""AVpfIODe1cnluZ0-eg35"",""37""]]",10113042,"MARTINEZ,  RAFAEL",1,26-08-2019 02:47,317568946,"{""id"":""AVpfIODe1cnluZ0-eg35"",""qty"":3,""curr"":""USD"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""unit"":""pcs"",""price"":218}",[]
"[[""AVpfv62D1cnluZ0-qkPY"",""85""],[""AVpfMVD-ilAPnD_xW6bu"",""60""],[""AVpfnp8HLJeJML43AmVi"",""18""],[""AVpfCQslilAPnD_xThwe"",""12""],[""AVphTO5W1cnluZ0-Aygg"",""77""],[""AVpi7IY9ilAPnD_xIvXb"",""80""],[""AVpfIODe1cnluZ0-eg35"",""23""]]",46949990,banta digital group,3,26-08-2019 02:56,317568947,"{""id"":""AVpfIODe1cnluZ0-eg35"",""qty"":3,""curr"":""USD"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""unit"":""pcs"",""price"":599}",[]
"[[""AVpfKEAuilAPnD_xWKpK"",""59""],[""AVpfMVD-ilAPnD_xW6bu"",""66""]]",15424995,digital cinema implementation partners (dcip),1,26-08-2019 03:25,317568948,"{""id"":""AVpfMVD-ilAPnD_xW6bu"",""qty"":3,""curr"":""USD"",""name"":""Rony - BC-TRX Battery Charger - Black"",""unit"":""pcs"",""price"":27,""promotion_info"":{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}}","[{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpfdBS41cnluZ0-lBIj"",""85""],[""AVphzZkJ1cnluZ0-Gkcq"",""96""],[""AVpio2wSilAPnD_xGGln"",""20""]]",1121573,"GONZALEZ,  CARLOS",2,26-08-2019 04:52,317568949,"{""id"":""AVpio2wSilAPnD_xGGln"",""qty"":2,""curr"":""USD"",""name"":""CRX-322 CD Receiver"",""unit"":""pcs"",""price"":249}",[]
"[[""AVwjdOdov8e3D1O-nnK9"",""90""],[""AVpfvvEv1cnluZ0-qhEo"",""93""]]",3037810,digital lifestyle solutions,1,26-08-2019 05:36,317568950,"{""id"":""AVpfvvEv1cnluZ0-qhEo"",""qty"":1,""curr"":""USD"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""unit"":""pcs"",""price"":184}",[]
"[[""AVpe6jFBilAPnD_xQxO2"",""89""],[""AVpf4W5_ilAPnD_xj6lg"",""71""],[""AVpfMVD-ilAPnD_xW6bu"",""92""],[""AVpfdBS41cnluZ0-lBIj"",""17""],[""AVpfuJ4pilAPnD_xhDyM"",""98""]]",57719783,doing good digital,1,26-08-2019 05:45,317568951,"{""id"":""AVpfuJ4pilAPnD_xhDyM"",""qty"":1,""curr"":""USD"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""unit"":""pcs"",""price"":448}",[]
"[[""AVpf-2hGilAPnD_xlfDv"",""36""],[""AVz5wc0H-jtxr-f30F6_"",""76""]]",14710071,the c. files,2,26-08-2019 06:19,317568952,"{""id"":""AVpfnp8HLJeJML43AmVi"",""qty"":2,""curr"":""USD"",""name"":""Flipside 300 Backpack (Black)"",""unit"":""pcs"",""price"":76}",[]
"[[""AVpfm9HsilAPnD_xe7y2"",""51""],[""AVph6KT7ilAPnD_x-rMf"",""98""],[""AVpiGOez1cnluZ0-JzNW"",""73""],[""AVpge6k2LJeJML43OhAl"",""48""],[""AVpgqcjR1cnluZ0-4riR"",""54""],[""AVpfCmFjLJeJML431EzG"",""99""],[""AVpfCmFjLJeJML431EzG"",""27""]]",7543046,"p2p , gerenciamento em comunicação digital",3,26-08-2019 06:30,317568953,"{""id"":""AVpfCmFjLJeJML431EzG"",""qty"":2,""curr"":""USD"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""unit"":""pcs"",""price"":583}",[]
"[[""AVpfuJ4pilAPnD_xhDyM"",""89""],[""AVwjhoD2v8e3D1O-nnNv"",""50""],[""AVpgRiy2LJeJML43Lk7h"",""32""],[""AVz5wclz-jtxr-f30F66"",""60""],[""AVpjedgc1cnluZ0-W4NI"",""67""],[""AVpe7vER1cnluZ0-aJu7"",""38""]]",782583,m2 digital post,2,26-08-2019 06:48,317568954,"{""id"":""AVpe7vER1cnluZ0-aJu7"",""qty"":1,""curr"":""USD"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""unit"":""pcs"",""price"":239}",[]
"[[""AVpfmlwTLJeJML43ARpr"",""40""],[""AVpimXsUilAPnD_xFsXu"",""36""],[""AVpfKEAuilAPnD_xWKpK"",""72""],[""AVpfhULY1cnluZ0-mN6h"",""55""],[""AVpfCW42ilAPnD_xTj0y"",""72""],[""AVpfvvEv1cnluZ0-qhEo"",""69""],[""AVphTO5W1cnluZ0-Aygg"",""84""]]",57719783,doing good digital,3,26-08-2019 08:19,317568955,"{""id"":""AVphTO5W1cnluZ0-Aygg"",""qty"":1,""curr"":""USD"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""unit"":""pcs"",""price"":31}",[]
"[[""AVpffrToLJeJML43-M2g"",""39""],[""AVpjedgc1cnluZ0-W4NI"",""68""]]",19452611,epi-electrochemical products inc,3,26-08-2019 08:42,317568956,"{""id"":""AVpio2wSilAPnD_xGGln"",""qty"":7,""curr"":""USD"",""name"":""CRX-322 CD Receiver"",""unit"":""pcs"",""price"":249}",[]
"[[""AVpjedgc1cnluZ0-W4NI"",""98""],[""AVpfvvEv1cnluZ0-qhEo"",""51""],[""AVpfm9_AilAPnD_xe8Dd"",""11""],[""AVpfDLA0ilAPnD_xT0sq"",""66""]]",7447394,"FERGUSON,  DERRICK M",3,26-08-2019 08:59,317568957,"{""id"":""AVpfDLA0ilAPnD_xT0sq"",""qty"":2,""curr"":""USD"",""name"":""Elpine - 6 x 9\"" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black\"""",""unit"":""pcs"",""price"":184}",[]
"[[""AVpg-Wj61cnluZ0-8sZe"",""84""],[""AVpfHcah1cnluZ0-eQLY"",""23""],[""AVpftMuHLJeJML43COhu"",""50""],[""AVpjM1qtLJeJML43s0o6"",""73""],[""AVpiBT8VLJeJML43hWwi"",""88""]]",7424477,"BROWN,  WILLIE L",1,26-08-2019 09:02,317568958,"{""id"":""AVpiBT8VLJeJML43hWwi"",""qty"":1,""curr"":""USD"",""name"":""MCR-B043 30W Bluetooth Wireless Music System (Black)"",""unit"":""pcs"",""price"":248}",[]
"[[""AVpfuJ4pilAPnD_xhDyM"",""78""],[""AVpe7vER1cnluZ0-aJu7"",""65""],[""AVqkEzW9U2_QcyX9O0Gr"",""83""],[""AVpjedgc1cnluZ0-W4NI"",""68""],[""AVpfpHOsLJeJML43BBoB"",""77""]]",22314275,"JANTKE,  ANTHONY F",3,26-08-2019 09:04,317568959,"{""id"":""AVpfpHOsLJeJML43BBoB"",""qty"":1,""curr"":""USD"",""name"":""Apson - Home Cinema 2045 LCD Projector - White"",""unit"":""pcs"",""price"":147}",[]
"[[""AVpfC_9v1cnluZ0-cuhn"",""30""],[""AVpfCmFjLJeJML431EzG"",""94""],[""AVwjhoD2v8e3D1O-nnNv"",""39""],[""AVz5wcrn-jtxr-f30F69"",""39""],[""AVpfMVD-ilAPnD_xW6bu"",""10""],[""AVph6KT7ilAPnD_x-rMf"",""20""]]",782583,m2 digital post,2,26-08-2019 09:04,317568960,"{""id"":""AVph6KT7ilAPnD_x-rMf"",""qty"":1,""curr"":""USD"",""name"":""Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth"",""unit"":""pcs"",""price"":485}","[{""promo_id"":0,""promo_qty"":6,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpfv62D1cnluZ0-qkPY"",""33""],[""AVpfv62D1cnluZ0-qkPY"",""37""],[""AVpgUl_U1cnluZ0-z3Gz"",""40""],[""AVpe48Es1cnluZ0-ZHZU"",""20""],[""AVpi7IY9ilAPnD_xIvXb"",""54""],[""AVpfIODe1cnluZ0-eg35"",""39""]]",3767344,digital graphic design,3,26-08-2019 09:24,317568961,"{""id"":""AVpfX03ALJeJML438DC6"",""qty"":6,""curr"":""USD"",""name"":""VPL-HW45ES Full HD Home Theater Projector (Black)"",""unit"":""pcs"",""price"":1768}",[]
"[[""AVqkE0Btnnc1JgDc3j2N"",""58""],[""AVpfMVD-ilAPnD_xW6bu"",""18""]]",6768808,"MURZANSKI,  LUKASZ",1,26-08-2019 09:59,317568962,"{""id"":""AVpfMVD-ilAPnD_xW6bu"",""qty"":2,""curr"":""USD"",""name"":""Rony - BC-TRX Battery Charger - Black"",""unit"":""pcs"",""price"":27,""promotion_info"":{""promo_id"":0,""promo_qty"":2,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}}","[{""promo_id"":0,""promo_qty"":2,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpfm9_AilAPnD_xe8Dd"",""44""],[""AVpfvvEv1cnluZ0-qhEo"",""80""],[""AVpfCmFjLJeJML431EzG"",""99""]]",17796669,"digital products international, inc.",2,26-08-2019 10:31,317568963,"{""id"":""AVpfCmFjLJeJML431EzG"",""qty"":6,""curr"":""USD"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""unit"":""pcs"",""price"":184}",[]
"[[""AVphTO5W1cnluZ0-Aygg"",""18""],[""AVpfCW42ilAPnD_xTj0y"",""86""],[""AVphTO5W1cnluZ0-Aygg"",""74""],[""AVpjedgc1cnluZ0-W4NI"",""82""]]",29775616,"ALLEN,  NAJJA T",3,26-08-2019 10:41,317568964,"{""id"":""AVpjedgc1cnluZ0-W4NI"",""qty"":3,""curr"":""USD"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""unit"":""pcs"",""price"":239}",[]
"[[""AVpfMVD-ilAPnD_xW6bu"",""31""],[""AVpimXsUilAPnD_xFsXu"",""65""],[""AVpfIODe1cnluZ0-eg35"",""94""],[""AVpft3YCilAPnD_xg-CP"",""25""]]",64153907,imp digital studios,1,26-08-2019 10:43,317568965,"{""id"":""AVpft3YCilAPnD_xg-CP"",""qty"":2,""curr"":""USD"",""name"":""ELECTRIC100H Spectrum Motorized Projection Screen (49 x 87, 110V, 60Hz)"",""unit"":""pcs"",""price"":200}",[]
